"track_name","artist(s)_name","artist_count","in_spotify_playlists","in_spotify_charts","streams","in_apple_playlists","in_deezer_charts","bpm","danceability_%","valence_%","energy_%","acousticness_%","instrumentalness_%","liveness_%","speechiness_%"
"Take My Breath","The Weeknd","1","2597","0","130655803","17","0","121","70","35","77","1","0","26","4"
"good 4 u","Olivia Rodrigo","1","15563","6","1887039593","259","1","166","56","68","66","28","0","11","18"
"Here We Go��� Again (feat. Tyler, the Cr","The Weeknd, Tyler, The Creator","3","1420","0","88103848","7","0","135","41","27","64","36","0","60","3"
"Best Friends","The Weeknd","1","1292","0","101114984","3","0","87","49","49","59","44","0","35","21"
"Kiss Me More (feat. SZA)","SZA, Doja Cat","2","15867","0","1575467011","382","0","111","77","74","66","30","0","13","3"
"I Heard You're Married (feat. Lil Wayne)","The Weeknd, Lil Wayne","2","1178","0","91656026","9","0","110","75","85","84","10","0","31","19"
"Need To Know","Doja Cat","1","6672","0","1042568408","125","0","130","66","19","61","30","0","9","7"
"MONTERO (Call Me By Your Name)","Lil Nas X","1","12329","0","1735441776","275","0","179","61","76","51","30","0","38","15"
"love nwantiti (ah ah ah)","Ckay","1","5669","2","726837877","74","14","93","74","53","73","61","0","13","4"
"Dawn FM","The Weeknd","1","811","0","53933526","1","0","78","27","10","49","62","0","49","5"
"Surface Pressure","Jessica Darrow","1","1756","0","267758538","38","0","180","65","37","58","2","0","4","31"
"Starry Eyes","The Weeknd","1","1014","0","74601456","1","0","86","28","13","41","50","0","19","3"
"THATS WHAT I WANT","Lil Nas X","1","7963","0","920797189","173","0","88","74","55","85","1","0","5","22"
"One Right Now (with The Weeknd)","The Weeknd, Post Malone","2","4771","0","539595276","68","0","97","68","72","78","4","0","7","5"
"Beggin","M��ne","1","8559","0","1367810478","183","9","134","71","59","80","13","0","36","5"
"Mon Amour - Remix","Aitana, zzoilo","2","3221","2","578207856","67","0","116","75","36","76","12","0","10","10"
"Lo Siento BB:/ (with Bad Bunny & Julieta Venegas)","Julieta Venegas, Bad Bunny, Tainy","3","3423","26","775542072","61","6","170","64","14","70","9","0","9","8"
"MONEY","Lisa","1","2566","13","863625566","44","0","140","83","40","55","16","0","14","23"
"The Motto","Ti��sto, Ava","2","9151","6","656013912","240","0","118","75","46","76","3","0","9","4"
"Happier Than Ever","Billie Eilish","1","8476","0","1056760045","138","0","65","31","31","24","76","0","14","4"
"Moth To A Flame (with The Weeknd)","The Weeknd, Swedish House Mafia","2","7495","17","611994237","114","2","120","56","16","67","0","0","11","4"
"traitor","Juan Cruz Toledo, Huilen Toledo","2","5257","6","1230855859","85","0","176","29","12","33","68","0","12","5"
"Toxic","BoyWithUke","1","1795","0","582981380","34","0","180","59","69","61","84","0","46","36"
"drivers license","Olivia Rodrigo","1","12685","3","1858144199","185","0","144","59","21","43","76","0","10","7"
"Malvad��","Xam��, Gustah, Neo B","3","648","1","240684449","14","0","133","82","52","61","38","0","14","27"
"All Too Well (10 Minute Version) (Taylor's Version) (From The Vault)","Taylor Swift","1","4635","5","583687007","50","1","93","63","21","52","28","0","9","3"
"Don���t Break My","The Weeknd","1","1184","0","63803529","1","0","122","77","25","62","34","0","23","3"
"Oh My God","Adele","1","4431","0","466214729","105","0","88","53","55","73","9","0","3","5"
"Entre Nosotros (Remix) [con Nicki Nicole]","Lit Killah, Maria Becerra, Tiago pzk, NICKI NICOLE","4","759","3","236940480","32","0","170","70","61","44","40","0","37","4"
"A Tale By Quincy","The Weeknd","1","733","0","41924466","0","0","94","46","55","50","71","0","10","11"
"I AM WOMAN","Emmy Meli","1","2795","0","225259194","45","0","170","65","46","47","12","0","13","16"
"Medallo","Justin Quiles, Lenny Tav��rez, BL","3","2780","2","393230256","54","1","90","79","79","70","57","0","66","8"
"It'll Be Okay","Shawn Mendes","1","1950","0","287201015","56","0","78","40","7","29","62","0","9","3"
"Softcore","The Neighbourhood","1","3947","12","599770206","33","0","94","57","36","58","5","0","15","3"
"Super Gremlin","Kodak Black","1","2551","0","342779426","52","0","73","83","11","41","0","0","36","14"
"Volv�","Aventura, Bad Bunny","2","5375","10","673801126","138","0","176","73","79","86","42","0","7","18"
"Todo De Ti","Rauw Alejandro","1","11975","8","1168642797","188","6","128","81","57","63","40","1","10","4"
"Love Nwantiti - Remix","Ckay, AX'EL, Dj Yo!","3","2696","0","540539717","42","0","120","58","44","60","44","9","5","6"
"Smokin Out The Window","Bruno Mars, Anderson .Paak, Silk Sonic","3","4963","0","383550148","63","0","82","63","85","62","6","0","35","4"
"Meet Me At Our Spot","THE ANXIETY, Willow, Tyler Cole","3","6734","0","530511203","47","0","95","77","40","47","2","0","9","3"
"Every Angel is Terrifying","The Weeknd","1","715","0","37307967","0","0","118","44","52","94","11","0","4","29"
"Tacones Rojos","Sebastian Yatra","1","3047","9","510876816","77","5","123","75","93","86","8","0","14","3"
"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber, Daniel Caesar, Giveon","3","14140","0","1445941661","231","6","90","63","49","68","38","0","42","18"
"Dakiti","Bad Bunny, Jhay Cortez","2","11215","21","1763363713","189","9","110","73","14","57","40","0","11","5"
"Tiago PZK: Bzrp Music Sessions, Vol. 48","Bizarrap, Tiago pzk","2","1678","12","374191487","20","1","96","66","76","82","47","0","10","32"
"L���","Stromae","1","2035","0","108809090","41","0","88","56","58","55","35","0","23","11"
"Nost��l","Chris Brown, Rvssian, Rauw Alejandro","3","2780","2","436695353","86","0","98","73","60","85","17","0","24","5"
"Better Days (NEIKED x Mae Muller x Polo G)","NEIKED, Mae Muller, Polo G","3","4091","0","421040617","105","13","110","72","67","68","0","0","14","4"
"Life Goes On","Oliver Tree","1","2868","0","501541661","43","0","80","70","57","49","19","0","12","8"
"Sad Girlz Luv Money Remix (feat. Kali Uchis)","Kali Uchis, Amaarae, Moliy","3","3643","0","354065229","69","0","110","86","31","53","43","0","11","6"
"Butter","BTS","1","4779","6","1143647827","180","0","110","79","70","36","0","0","6","11"
"pushin P (feat. Young Thug)","Young Thug, Future, Gunna","3","3517","0","311395144","54","0","78","77","49","42","1","1","13","19"
"You Right","Doja Cat, The Weeknd","2","5073","0","672656250","83","0","129","83","44","62","2","0","8","6"
"deja vu","Olivia Rodrigo","1","7545","4","1256880657","117","0","181","44","22","60","61","0","42","9"
"Dynamite","BTS","1","8528","5","1692897992","239","0","114","75","74","77","1","0","9","10"
"TO THE MOON","Jnr Choi","1","2979","0","245095641","44","0","144","74","39","65","5","1","11","35"
"Lost in the Fire","The Weeknd, Gesaffelstein","2","7731","2","686734357","110","0","101","66","18","68","9","0","12","4"
"Salimo de Noche","Trueno, Tiago pzk","2","1057","0","261414174","17","0","84","67","78","63","29","0","12","5"
"Volando - Remix","Sech, Bad Bunny, Mora","3","3272","19","610045621","101","1","154","66","63","69","21","0","11","7"
"Leave The Door Open","Bruno Mars, Anderson .Paak, Silk Sonic","3","14417","0","1115880852","237","0","148","59","72","62","18","0","9","3"
"Knife Talk (with 21 Savage ft. Project Pat)","Drake, Project Pat, 21 Savage","3","5199","0","594482982","45","0","146","85","22","37","13","0","7","30"
"Don't Be Shy","Ti��sto, Kar","2","6026","0","566954746","171","1","120","77","51","79","20","0","26","6"
"LA FAMA (with The Weeknd)","The Weeknd, ROSAL�","2","4640","3","374706940","81","6","136","77","82","30","95","0","13","5"
"The Family Madrigal","Olga Merediz, Stephanie Beatriz, Encanto - Cast","3","1150","0","184937148","20","0","141","59","56","63","12","0","6","36"
"Phantom Regret by Jim","The Weeknd","1","768","0","31959571","1","0","108","46","23","48","75","30","14","4"
"Dos Oruguitas","Sebastian Yatra","1","925","0","167076418","24","0","94","42","47","36","76","0","9","5"
"Freaks","Surf Curse","1","3006","3","824420218","23","0","180","35","41","94","0","63","5","5"
"Acapulco","Jason Derulo","1","3098","0","363467642","111","1","122","77","51","79","5","0","16","5"
"Daddy Issues","The Neighbourhood","1","9771","4","1127468248","42","0","85","59","33","52","7","15","12","3"
"thought i was playing","21 Savage, Gunna","2","807","0","60680939","3","0","148","68","29","73","0","0","7","7"
"ELEVEN","IVE","1","521","1","247737946","17","0","120","83","59","73","6","0","5","11"
"Mood (feat. Iann Dior)","24kgoldn, Iann Dior","2","12854","0","1699402402","237","0","91","70","76","72","22","0","27","4"
"What Else Can I Do?","Stephanie Beatriz, Diane Guerrero","2","802","0","154797871","13","0","120","72","54","71","26","0","10","4"
"DANCE CRIP","Trueno","1","731","0","198883004","14","0","106","86","86","79","11","0","8","9"
"Miserable Man","David Kushner","1","788","0","124407432","13","1","110","63","31","35","93","0","29","3"
"happier","Olivia Rodrigo","1","3069","4","850608354","25","0","169","39","36","45","81","0","8","13"
"Praise God","Kanye West","1","4651","0","376333030","24","0","118","80","21","55","1","0","26","17"
"Get Into It (Yuh)","Doja Cat","1","4999","0","516784627","43","12","92","91","79","66","32","0","9","16"
"Before You Go","Lewis Capaldi","1","8327","24","1608045237","205","0","112","45","19","60","63","0","9","6"
"Sky","Playboi Carti","1","3297","3","506778838","25","0","140","79","56","91","26","0","13","21"
"Rolling in the Deep","Adele","1","35684","6","1472799873","195","2","105","73","52","76","13","0","5","3"
"Sobrio","Maluma","1","3506","10","513643924","103","1","178","76","63","77","14","0","15","22"
"Peru","Ed Sheeran, Fireboy DML","2","2999","0","261286503","60","0","108","96","71","42","57","0","8","9"
"favorite crime","Olivia Rodrigo","1","3681","0","783706581","20","0","173","40","19","29","86","0","34","4"
"Thunder","Prezioso, Gabry Ponte, LUM!X","3","4846","10","422691058","54","0","101","67","40","90","3","0","34","6"
"The Business","Ti��","1","14311","0","1062345656","255","0","120","80","24","62","41","2","11","23"
"positions","Ariana Grande","1","8207","0","1252563873","175","0","144","73","66","80","44","0","9","12"
"I WANNA BE YOUR SLAVE","M��ne","1","4873","0","851070493","65","3","133","75","96","61","0","0","18","4"
"Vai L�� Em Casa","Mar��lia Mendon��a, George Henrique &","2","772","0","263894529","7","0","158","46","62","83","53","0","97","28"
"The Feels","TWICE","1","1150","0","345903614","20","0","120","81","92","90","9","0","8","7"
"HEARTBREAK ANNIVERSARY","Giveon","1","5398","4","951637566","111","0","129","61","59","46","56","0","13","5"
"No Lie","Sean Paul, Dua Lipa","2","7370","0","956865266","92","0","102","74","45","89","5","0","26","13"
"OUT OUT (feat. Charli XCX & Saweetie)","Charli XCX, Jax Jones, Joel Corry, Saweetie","4","6890","0","427486004","122","0","124","79","79","84","2","0","5","5"
"Pope Is a Rockstar","SALES","1","1966","0","156658366","4","0","90","73","31","45","85","24","11","3"
"2055","Sleepy hallow","1","2226","0","624515457","29","0","161","78","65","52","46","0","12","31"
"Bored","Billie Eilish","1","4204","0","777765388","39","0","120","60","11","33","90","0","8","5"
"Happier Than Ever - Edit","Billie Eilish","1","1959","0","412795151","19","0","81","45","12","57","7","0","23","3"
"Astronaut In The Ocean","Masked Wolf","1","7191","0","1138474110","146","0","150","78","47","70","18","0","15","9"
"Ley Seca","Anuel Aa, Jhay Cortez","2","2012","0","355219175","101","0","105","76","58","84","10","0","13","10"
"Every Summertime","NIKI","1","1211","2","290228626","30","0","79","63","76","67","38","0","6","4"
"Talking To The Moon","Bruno Mars","1","7109","2","1062956628","5","0","146","52","7","61","51","0","11","3"
"you broke me first","Tate McRae","1","6638","0","1180094974","167","0","124","64","8","37","79","0","9","5"
"The Nights","Avicii","1","17354","8","1456081449","92","0","126","53","66","85","2","0","24","4"
"Take My Breath","The Weeknd","1","6392","0","432702334","174","0","121","75","53","74","2","0","11","5"
"Way 2 Sexy (with Future & Young Thug)","Drake, Future, Young Thug","3","5481","0","489945871","144","0","136","80","33","60","0","0","32","14"
"C��","Rauw Alejandro","1","2636","3","465959382","36","0","102","77","26","63","58","0","11","5"
"Enemy - from the series Arcane League of Legends","Imagine Dragons, League of Legends, Arcane","3","824","0","1223481149","8","2","77","73","54","74","23","0","41","23"
"Dance Monkey","Tones and I","1","24529","0","2864791672","533","6","98","82","54","59","69","0","18","10"
"Lucid Dreams","Juice WRLD","1","14749","0","2288695111","188","0","84","44","22","48","38","0","33","24"
"Qu�� M��","J Balvin, Maria Becerra","2","8087","0","720825549","92","0","102","89","77","82","3","0","17","11"
"All of Me","John Legend","1","27221","0","2086124197","308","2","120","42","33","26","92","0","13","3"
"Smells Like Teen Spirit - Remastered 2021","Nirvana","1","49991","9","1690192927","265","4","117","52","73","91","0","0","11","7"
"Arcade","Duncan Laurence","1","6646","0","991336132","107","1","72","45","27","33","82","0","14","4"
"Fair Trade (with Travis Scott)","Drake, Travis Scott","2","5403","6","593917618","118","0","168","67","29","47","5","0","22","26"
"Bar","Tini, L-Gante","2","755","4","200972675","22","0","94","52","68","69","13","0","33","8"
"The Rumbling (TV Size)","SiM","1","254","0","71014967","0","0","145","41","65","88","0","0","26","5"
"family ties (with Kendrick Lamar)","Kendrick Lamar, Baby Keem","2","6308","5","560222750","114","0","134","71","14","61","1","0","23","33"
"Mr. Brightside","The Killers","1","51979","15","1806617704","306","2","148","35","24","93","0","0","10","8"
"Blessed-Cursed","ENHYPEN","1","246","0","77337771","2","0","127","60","40","89","9","0","60","6"
"AM Remix","J Balvin, Nio Garcia, Bad Bunny","3","6556","0","528544703","93","1","172","74","79","66","11","0","8","16"
"Streets","Doja Cat","1","5728","0","865640097","85","0","90","75","19","46","21","4","34","8"
"Shallow","Lady Gaga, Bradley Cooper","2","16636","12","2159346687","368","6","96","57","30","40","38","0","26","3"
"Polaroid Love","ENHYPEN","1","461","0","211372494","10","0","138","74","65","67","46","0","36","4"
"Leave Before You Love Me (with Jonas Brothers)","Marshmello, Jonas Brothers","2","4893","4","651732901","143","0","120","72","67","72","0","0","13","4"
"Permission to Dance","BTS","1","1801","2","608334048","77","0","125","70","65","74","1","0","34","4"
"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit","Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine","4","12043","0","863756573","209","0","123","82","80","86","1","0","30","13"
"RAPSTAR","Polo G","1","4731","0","797402345","141","0","81","79","44","54","41","0","13","24"
"Till I Collapse","Eminem, Nate Dogg","2","22923","0","1695712020","78","1","171","55","10","85","7","0","8","20"
"Memories","Maroon 5","1","9974","2","1759567999","272","1","91","77","60","32","84","0","8","5"
"Se Le Ve","Arcangel, De La Ghetto, Justin Quiles, Lenny Tav��rez, Sech, Dalex, Dimelo Flow, Rich Music","8","1560","0","223319934","72","0","84","56","61","76","10","0","14","11"
"25k jacket (feat. Lil Baby)","Gunna, Lil Baby","2","620","0","54937991","17","0","115","90","74","54","16","0","13","28"
"When I���m Gone (with Katy","Katy Perry, Alesso","2","3270","0","226897599","89","0","125","69","70","89","4","0","49","3"
"Esque��a-Me Se For C","Mar��lia Mendon��a, Maiara &","2","580","0","258316038","24","0","122","80","62","69","28","0","13","7"
"Mi��n","Tini, Maria Becerra","2","3406","16","596152090","61","1","92","85","92","54","16","0","29","7"
"S��","Anuel Aa, Myke Towers, Jhay Cortez","3","903","0","177129919","30","0","90","63","75","75","17","0","11","8"
"MAMIII","Karol G, Becky G","2","6809","28","716591492","151","5","94","84","90","70","9","0","14","8"
"Still D.R.E.","Dr. Dre, Snoop Dogg","2","33966","0","1210599487","141","1","93","81","53","78","18","0","6","24"
"Stay Alive (Prod. SUGA of BTS)","Jung Kook","1","590","5","246376690","4","0","130","51","50","76","30","0","10","7"
"Boyfriend","Dove Cameron","1","3766","0","496311364","76","0","180","35","23","61","23","0","19","6"
"The Joker And The Queen (feat. Taylor Swift)","Ed Sheeran, Taylor Swift","2","1430","0","146789379","46","0","134","53","31","31","92","0","28","3"
"The Next Episode","Dr. Dre, Snoop Dogg","2","31762","0","843309044","142","1","95","92","31","89","3","0","8","25"
"Light Switch","Charlie Puth","1","4049","0","500340342","119","1","184","69","91","63","11","0","9","31"
"City of Gods","Kanye West, Alicia Keys, Fivio Foreign","3","2096","0","107255472","34","0","147","47","50","80","10","0","32","38"
"Brividi","Mahmood, Blanco","2","1175","0","135079152","34","0","123","52","44","60","40","0","26","3"
"Lost","Frank Ocean","1","29499","11","822239726","124","0","123","91","49","61","3","0","17","22"
"In Da Club","50 Cent","1","30427","7","1202722675","235","1","90","90","79","71","26","0","7","37"
"she's all i wanna be","Tate McRae","1","2711","0","343197054","105","0","160","61","65","64","1","0","12","4"
"Ginseng Strip 2002","Yung Lean","1","4310","0","240769997","13","1","115","60","37","71","8","0","48","4"
"All For Us - from the HBO Original Series Euphoria","Labrinth, Zendaya","2","5342","0","426204830","33","0","141","37","17","67","2","0","34","9"
"Notion","The Rare Occasions","1","2393","0","421135627","22","0","160","31","30","88","7","0","8","8"
"Formula","Labrinth","1","3444","7","554875730","24","0","145","57","23","66","4","6","15","4"
"Mount Everest","Labrinth","1","5443","0","467727006","45","0","89","46","43","43","23","8","8","22"
"Excuses","Intense, AP Dhillon, Gurinder Gill","3","272","4","327498031","7","0","95","84","49","72","8","0","15","8"
"Cigarettes","Juice WRLD","1","975","0","185408548","11","0","160","60","47","62","3","0","38","4"
"Cay�� La Noche (feat. Cruz Cafun��, Abhir Hathi, Bejo, EL IMA)","Quevedo, La Pantera, Juseph, Cruz Cafun��, B��jo, Abhir Hathi","7","1034","1","245400167","19","0","174","67","74","75","44","0","7","30"
"California Love - Original Version (Explicit)","Dr. Dre, 2Pac, Roger","3","18773","0","579395142","128","0","92","77","76","84","3","0","38","4"
"Forgot About Dre","Eminem, Dr. Dre","2","19067","0","675039469","78","0","134","93","61","74","9","0","17","8"
"Down Under (feat. Colin Hay)","Luude, Colin Hay","2","3541","2","252871192","57","1","172","31","4","86","1","0","28","17"
"Mujeriego","Ryan Castro","1","1492","0","231996128","44","0","80","76","92","62","6","0","8","13"
"HUMBLE.","Kendrick Lamar","1","33206","1","1929770265","284","0","150","91","42","60","0","0","9","12"
"Stan","Eminem, Dido","2","17115","0","918915401","83","0","80","78","53","74","4","0","45","21"
"Contection","GODZZ__-, Zakaria","2","6955","0","1180896317","65","0","166","81","83","75","14","0","29","34"
"Swim","Chase Atlantic","1","2742","0","498960285","5","0","120","67","8","54","27","0","8","4"
"A Tu Merced","Bad Bunny","1","4214","11","685071800","21","0","92","86","89","79","17","0","11","6"
"Numb Little Bug","Em Beihold","1","2026","0","258714692","47","12","85","74","61","52","30","0","26","9"
"212","Mainstreet, Chefin","2","352","0","143139338","10","0","154","79","86","52","66","0","9","7"
"Problem�","Alvaro Diaz, Rauw Alejandro","2","1517","0","209768491","42","0","92","73","37","74","28","0","14","6"
"Bussin","Nicki Minaj, Lil Baby","2","847","0","64714573","25","0","140","89","75","70","6","0","13","5"
"Worst Day","Future","1","910","0","50746620","20","0","89","65","60","60","11","0","10","40"
"Malvada","Z�� Fe","1","601","0","154119539","28","0","135","89","89","86","16","0","8","5"
"Hrs and Hrs","Muni Long","1","1800","0","181328253","43","13","140","51","66","53","60","0","11","18"
"Alien Blues","Vundabar","1","1930","0","370068639","3","0","82","47","44","76","8","91","9","3"
"Thinking Out Loud","Ed Sheeran","1","33032","0","2280566092","363","0","79","78","58","45","47","0","18","3"
"Still Don't Know My Name","Labrinth","1","6332","0","563902868","47","0","88","31","31","63","47","27","21","12"
"Christmas Tree","V","1","509","9","317622165","8","0","139","44","18","38","70","0","12","4"
"Mal Feito - Ao Vivo","Mar��lia Mendon��a, Hugo & G","2","971","2","291709698","35","1","124","73","68","83","55","0","90","7"
"When I R.I.P.","Labrinth","1","2578","0","203680270","8","0","80","39","45","55","73","0","9","21"
"Do We Have A Problem?","Nicki Minaj, Lil Baby","2","1064","0","81350745","42","0","120","84","54","51","47","0","12","40"
"Forever","Labrinth","1","3618","0","282883169","21","0","80","56","19","46","92","72","11","3"
"Gospel (with Eminem)","Eminem, Dr. Dre","2","1040","0","64787943","8","0","117","92","62","86","11","0","24","24"
"Se��o","Shawn Mendes, Camila Cabello","2","15010","2","2484812918","453","1","117","76","77","52","4","0","8","3"
"NEW MAGIC WAND","Tyler, The Creator","2","4708","0","461437791","13","0","140","62","46","73","10","0","67","11"
"Adore You","Harry Styles","1","13454","1","1439191367","246","2","99","68","57","77","2","0","10","5"
"La Santa","Daddy Yankee, Bad Bunny","2","4890","20","759208783","52","0","93","74","59","87","3","0","8","5"
"Something In The Way - Remastered 2021","Nirvana","1","9514","0","368646862","45","0","106","44","8","20","74","42","11","3"
"Sweetest Pie","Dua Lipa, Megan Thee Stallion","2","3501","0","299634472","69","11","124","81","68","63","17","0","10","22"
"Bam Bam (feat. Ed Sheeran)","Camila Cabello, Ed Sheeran","2","6111","4","756907987","185","9","95","76","96","70","18","0","33","4"
"Una Noche en Medell�","Cris Mj","1","5415","32","682475162","46","1","96","87","82","53","10","0","5","8"
"Envolver","Anitta","1","4673","2","546191065","123","1","92","81","40","73","15","0","9","8"
"Starlight","Dave","1","1856","3","229473310","29","1","124","95","36","37","35","0","10","28"
"Hati-Hati di Jalan","Tulus","1","200","2","202677468","12","0","72","64","76","44","70","9","12","4"
"I'm Tired - From ""Euphoria"" An Original HBO Series","Labrinth","1","1888","0","121913181","26","0","71","28","26","20","19","0","30","3"
"DAN��A","Mc Pedrinho, Pedro Sampaio","2","911","2","208166039","45","1","135","78","55","57","4","0","10","8"
"Yo Voy (feat. Daddy Yankee)","Zion & Lennox","1","2954","2","527033089","18","0","95","81","56","70","4","0","5","24"
"Residente: Bzrp Music Sessions, Vol. 49","Residente, Bizarrap","2","461","0","94616487","7","0","71","59","70","74","56","0","11","40"
"Jordan","Ryan Castro","1","2844","2","394030335","29","1","180","80","71","68","6","0","10","37"
"Nail Tech","Jack Harlow","1","2939","0","193443895","42","0","150","65","11","58","0","0","12","9"
"Chale","Eden Mu��","1","695","11","299648208","16","1","189","55","86","44","40","0","7","4"
"DARARI","Treasure","1","328","0","182978249","10","0","85","72","55","64","49","0","7","4"
"Ya No Somos Ni Seremos","Christian Nodal","1","866","16","319757142","27","7","140","59","73","45","44","0","34","3"
"Thinking with My Dick","Kevin Gates, Juicy J","2","1550","0","109091573","0","0","81","77","68","70","6","0","17","20"
"Freaky Deaky","Tyga, Doja Cat","2","1729","0","153240879","26","0","104","80","24","65","2","0","9","4"
"this is what falling in love feels like","JVKE","1","2005","0","346127840","16","0","129","42","33","44","62","0","8","6"
"La Zona","Bad Bunny","1","1188","0","312622938","13","0","94","76","81","80","20","0","25","4"
"Bohemian Rhapsody - Remastered 2011","Queen","1","40112","3","2197010679","321","8","71","41","23","40","27","0","30","5"
"Hope","XXXTENTACION","1","3659","0","1200808494","11","0","146","59","23","46","66","0","15","6"
"Levitating","Dua Lipa","1","9833","0","797196073","233","1","103","69","90","88","5","0","29","8"
"Wake Me Up - Radio Edit","Avicii","1","50887","34","1970673297","315","1","124","53","66","78","0","0","16","5"
"jealousy, jealousy","Olivia Rodrigo","1","3257","0","665765558","10","0","164","70","71","58","24","0","7","13"
"Mon��y so","YEAT","1","1473","0","263779030","2","0","138","69","35","57","12","0","10","9"
"Demasiadas Mujeres","C. Tangana","1","2226","0","339473453","36","0","126","67","37","46","13","0","10","39"
"Something Just Like This","The Chainsmokers, Coldplay","2","23375","21","2204080728","336","3","103","61","47","65","3","0","17","4"
"Closer","The Chainsmokers, Halsey","2","28032","0","2591224264","315","0","95","75","64","52","41","0","11","3"
"O.O","NMIXX","1","290","0","135444283","9","0","200","39","28","77","4","0","6","29"
"Somebody That I Used To Know","Gotye, Kimbra","2","42798","0","1457139296","217","1","129","86","75","52","54","0","10","4"
"Tom's Diner","AnnenMayKantereit, Giant Rooks","2","2605","0","236872197","15","0","98","68","33","43","38","0","36","14"
"First Class","Jack Harlow","1","8737","0","694525298","163","15","107","91","32","56","3","0","11","10"
"Plan A","Paulo Londra","1","1105","0","240661097","32","0","174","58","56","83","5","0","7","4"
"Fuera del mercado","Danny Ocean","1","2499","21","421365166","68","1","92","45","27","67","32","0","13","14"
"X ��LTIMA","Daddy Yankee, Bad Bunny","2","2697","1","349746291","55","0","90","81","59","83","9","0","11","5"
"When You're Gone","Shawn Mendes","1","2092","0","255120451","75","0","147","60","58","69","2","0","58","4"
"In My Head","Lil Tjay","1","1185","0","190981339","21","0","143","68","41","55","16","0","10","12"
"Wait a Minute!","Willow","1","11985","0","924193303","79","3","101","76","63","71","3","0","10","3"
"LOVE DIVE","IVE","1","753","8","305771063","28","0","118","70","54","71","0","0","33","4"
"Pantysito","Feid, Alejo, Robi","3","2995","0","273005485","49","0","98","83","63","74","14","0","16","6"
"Chance","Paulo Londra","1","225","0","89566512","11","0","138","72","22","46","24","0","9","6"
"Cool for the Summer","Demi Lovato","1","9243","0","677389855","155","0","114","59","30","62","1","0","8","4"
"psychofreak (feat. WILLOW)","Camila Cabello, Willow","2","918","0","75476209","24","0","180","63","45","64","34","0","9","8"
"Angel Baby","Troye Sivan","1","1959","9","408843328","52","0","145","56","41","57","1","0","13","3"
"Vampiro","Matu��, Wiu, ","3","540","4","187772591","26","0","115","78","63","64","1","0","7","4"
"Si Quieren Frontear","De La Ghetto, Duki, Quevedo","3","859","0","178512385","14","0","82","79","48","84","13","0","21","23"
"Right On","Lil Baby","1","1116","0","101780047","31","0","166","70","22","61","2","0","10","34"
"Me Arrepent�","Ak4:20, Cris Mj, Pailita","3","273","2","118381354","12","0","92","86","91","79","29","0","60","16"
"That's Hilarious","Charlie Puth","1","686","2","146363130","11","0","108","71","55","44","74","0","11","6"
"Soy El Unico","Yahritza Y Su Esencia","1","226","0","126443991","5","0","84","71","63","45","45","0","11","3"
"RUMBAT�","Daddy Yankee","1","1264","0","157990698","20","0","95","69","90","91","6","0","35","4"
"sentaDONA (Remix) s2","Lu��sa Sonza, MC Frog, Dj Gabriel do Borel, Davi K","4","870","0","176290831","32","0","135","93","77","45","25","0","13","27"
"Falling","Harry Styles","1","7556","0","1023187129","124","0","110","57","6","27","84","0","9","3"
"Sigue","Ed Sheeran, J Balvin","2","1370","0","106933107","46","0","88","89","59","64","5","0","19","7"
"Fim de Semana no Rio","teto","1","315","2","139193812","27","0","119","87","28","50","12","0","10","10"
"MANIAC","Stray Kids","1","651","0","212234990","6","0","120","58","71","80","15","0","7","41"
"There's Nothing Holdin' Me Back","Shawn Mendes","1","12382","0","1714490998","229","2","122","86","97","80","36","0","9","6"
"IDGAF (with blackbear)","Blackbear, BoyWithUke","2","625","0","197643795","10","0","98","78","83","75","41","0","27","8"
"Golden","Harry Styles","1","8429","1","807015863","85","0","140","45","25","84","21","0","13","6"
"Get Lucky - Radio Edit","Pharrell Williams, Nile Rodgers, Daft Punk","3","52898","0","933815613","203","0","116","79","87","81","4","0","10","4"
"Ain't Shit","Doja Cat","1","3436","0","499710590","32","0","124","86","62","49","51","0","35","21"
"Nobody Like U - From ""Turning Red""","Jordan Fisher, Josh Levi, Finneas O'Connell, 4*TOWN (From Disney and Pixar���s Turning Red), Topher Ngo, Grayson Vill","6","918","0","120847157","34","0","105","91","73","72","13","0","9","15"
"Still Life","BIGBANG","1","181","0","53909146","16","0","118","68","24","58","44","0","6","3"
"Photograph","Ed Sheeran","1","18778","3","2236667932","228","0","108","61","20","38","61","0","10","5"
"Love Yourself","Justin Bieber","1","22730","5","2123309722","289","0","100","61","53","38","84","0","28","44"
"N95","Kendrick Lamar","1","5542","0","301242089","52","0","140","81","39","66","38","0","12","14"
"About Damn Time","Lizzo","1","9021","0","723894473","242","21","109","84","72","74","10","0","34","7"
"Die Hard","Kendrick Lamar, Blxst, Amanda Reifer","3","4627","0","237351106","38","0","101","78","40","74","36","0","17","27"
"Despu��s de la P","Bad Bunny","1","2229","0","461558540","27","0","78","56","61","90","36","0","18","31"
"Un Ratito","Bad Bunny","1","1112","6","417230415","7","1","93","79","22","55","31","0","12","5"
"United In Grief","Kendrick Lamar","1","2575","0","156898322","4","0","87","52","32","83","24","0","17","43"
